"ticket_id","ticket_name","full_thread_text"
"21080598","Customer text message.","[2026-03-13 00:45 | Monica Ferguson] I have a customer who is signed up to receive text message for bill pay. He did not receive one in February. I cannot find a reason why?

[2026-03-13 01:26 | Tony Williams] Monica, You are referring to InvoiceCloud, correct?

[2026-03-13 01:29 | Monica Ferguson] Yes, invoice cloud.

[2026-03-13 01:42 | Tony Williams] Melinda or Kyle, Can you open a trouble ticket with your team and check this out for Monica? Monica, What is the account number for this customer?

[2026-03-13 01:45 | Monica Ferguson] I have a customer who is signed up to receive text message for bill pay. He did not receive one in February. I cannot find a reason why?

[2026-03-13 01:47 | Monica Ferguson] Account # 00016201

[2026-03-13 02:26 | Tony Williams] Monica, You are referring to InvoiceCloud, correct?

[2026-03-13 02:29 | Monica Ferguson] Yes, invoice cloud.

[2026-03-13 02:42 | Tony Williams] Melinda or Kyle, Can you open a trouble ticket with your team and check this out for Monica? Monica, What is the account number for this customer? - Tony

[2026-03-13 02:47 | Monica Ferguson] Account # 00016201"
"21080214","Adjustment code issuein Impresa - NMCP / Net Meter Credit Payout","[2026-03-12 13:24 | Michael Calibo] Hi Chris, Can you assist? Not sure if this is still because of the integration or new problem. Let us know soon. MICHAEL CALIBO COMMONWEALTH UTILITIES CORPORATION

[2026-03-12 17:26 | Chris Holloway] Hi Michael, I do not see a department 0 or sub department 0 in your GL setup. The system is probably defaulting to the first in the list it can find which is Department 1, Sub department 10. If you do not use 10.1.10.1150.3331 anywhere else in the system, you can set up a distribution code to export it as 10.0.0.1150.3331. I will make a video for you to show you how to do this tomorrow. Cc: Patrick Reyes ; Betty Terlaje ; Rodolfo Urbano ; Elena Hofschneider ; Elizabeth John ; Shani Cabrera ; Elisa Dela Pacion Hi Chris, Can you assist? Not sure if this is still because of the integration or new problem. Let us know soon. MICHAEL CALIBO COMMONWEALTH UTILITIES CORPORATION

[2026-03-13 02:24 | Chris Holloway] Hi Michael, Here is the video I created to show how to use distribution codes to correct this issue. (see attached .zip) If you do not use 10.1.10.1150.3331 anywhere else in the system, you can set up a distribution code to export it as 10.0.0.1150.3331. Please let me know if this solution works for you or not.

[2026-03-13 03:24 | Chris Holloway] Hi Michael, Here is the video I created to show how to use distribution codes to correct this issue. (see attached .zip)If you do not use 10.1.10.1150.3331 anywhere else in the system, you can set up a distribution code to export it as 10.0.0.1150.3331. Please let me know if this solution works for you or not."
"21080150","Estimate vs Neptune Reads","[2026-03-12 11:56 | Tyler Silvernail] You should run the estimate process after you run the neptune read import. The estimation only applies reads to meters without current reads. If you do that, they wont get estimates. T  Tyler Silvernail ​​​​ Technical Consultant P: 405-666-2520 Toll‑Free: 800‑748‑2271 E: TSilvernail@harriscomputer.com 72 Suttle St, Suite MDurango, CO 81303 www.dwcorp.com

[2026-03-12 11:56 | Tyler Silvernail] Hello Tyler, As we are getting more new Neptune meters into Billmaster, I wanted to make sure those good meters are not getting estimated when we run the Estimation Process. Some of the new readings are zero, it will not trigger Estimation right? Hoa

[2026-03-12 11:57 | Tyler Silvernail] No problem, have a great night!T Got it, Hoa"
"21080137","WEbshare EMail Template - Edit","[2026-03-12 11:44 | Tyler Silvernail] Good afternoon, I was looking for information on who our contacts are for our WebShare email notifications when I found an email that directed me to the two of you. Our first need is, on the bottom of our email notifications it states “if you have any questions about your bill or this message please contact us by email pdswco@castlecooke.com or by calling….the email address listed on this needs to be changed to PDSWCO@PDSWaterCo.com The second question I have, we would like to send a letter to all our customers who only receive e-statements. Is there a way for us to include this letter either as an attachment or as an email message to these customers? If you are not the correct persons to direct this, please let me know that as well,

[2026-03-12 12:03 | Tyler Silvernail] Hi Renee, You as the operator have the ability to edit the webshare email templates prior to sending them out. It's simply a text template that allows you to copy/paste and edit verbiage. Before you send it, you can click in the email body and adjust as needed. If you are wanting to just send an ""attachment"", image or something else, its advised that you host the document somewhere that can be accessed from the web then you just hyper link to it so your users can click and view it. If you dont know how to do this, we can host it for you and I can show you how to link it etc. If you have some time tomorrow we can quickly go over what you need. T

[2026-03-13 03:41 | Tyler Silvernail] Renee Garrett"
"21080101","Update User permissions","[2026-03-12 11:34 | Tyler Silvernail] Awesome. Let me know if you need anything else. Great Job. T"
"21080085","Payment Processing","[2026-03-12 11:08 | Tyler Silvernail] Hi Tyler, I know you are probably not the person to ask but maybe you can direct me to the person that may be able to help. When our customers pay with credit card, it is processed through Billmaster Webshare. But when they pay with a bank account using their checking or savings account, it goes through another intermediary company and we’ve been informed that they are going out of business soon. I was wondering if Webshare has the ability to handle E pay for us? Susan Chen Accounting Serrano Water District

[2026-03-12 11:08 | Tyler Silvernail] Hi Susan, You should be able to see about the credit card authorizer you are already using from webshare to see if they can process those payments for you. Webshare accepts E checks etc. If that doesnt work - we could basically create an import process based on whoever processes the payments for you. I hope this helps. T"
"21080160","VueWorks","[2026-03-12 11:05 | Tyler Silvernail] Good afternoon, The District has selected Vue Works for our new CMMS for assets. We will be moving away from NexGen. We are in the early stages of setting this up. Vue Works will also be the endpoint for our Work Orders. We will generate work orders in BillMaster , export, then Vue Works will import. Operators will complete in Vue Works and export back to BilMaster. (That is how we are envisioning it) Vue Works is asking for our POC with BillMaster. Who would like to be the POC? I do not want to send them who to contact until you let me know. This is what their emails states: As we begin to review & develop the integration with Bill Master, we will need to know the API End Points and also the credentials. Can you provide this or direct me to the point of contact for the integration, please?  

[2026-03-12 12:05 | Tyler Silvernail] Good afternoon, The District has selected Vue Works for our new CMMS for assets. We will be moving away from NexGen. We are in the early stages of setting this up. Vue Works will also be the endpoint for our Work Orders. We will generate work orders in BillMaster , export, then Vue Works will import. Operators will complete in Vue Works and export back to BilMaster. (That is how we are envisioning it) Vue Works is asking for our POC with BillMaster. Who would like to be the POC? I do not want to send them who to contact until you let me know. This is what their emails states: As we begin to review & develop the integration with Bill Master, we will need to know the API End Points and also the credentials. Can you provide this or direct me to the point of contact for the integration, please?  Diann Michels Sr VUEWorks Implementation Specialist Tel: +1 407 587 4048 VUEWorks® VUEWorks branding Find out more Offerings Projects Beyond Engineering At VUEWorks®, we work flexible hours around the world. Although I have sent this email at a time convenient for me, I don’t expect you to respond until it works for you. Linda Widefield Water and Sanitation District Customer Service Supervisor Colorado Springs, CO 80925 linda@wwsdonline.com

[2026-03-13 06:20 | Tyler Silvernail] Tyler, It may be Monday before I can get a firm date. I am not sure what the parties’ involved schedules look like.

[2026-03-13 07:20 | Tyler Silvernail] Tyler, It may be Monday before I can get a firm date. I am not sure what the parties’ involved schedules look like. 😊

[2026-03-16 10:50 | Tyler Silvernail] Can you send it to me please? I dont have a ticket for it in the CRM."
"21080132","UB offset account for sanitation code","[2026-03-12 10:37 | BRANDI KLOEPPING] I have auditors asking me why I am doubling up on Sanitation and possibly the cash account, I don't know how one balance is going in automatically, but I know the GL is going in by me entering it every month so I need someone to show me where to see the other side of an entry.

[2026-03-12 11:37 | BRANDI KLOEPPING] I have auditors asking me why I am doubling up on Sanitation and possibly the cash account, I don't know how one balance is going in automatically, but I know the GL is going in by me entering it every month so I need someone to show me where to see the other side of an entry.

[2026-03-13 08:28 | Tony Williams] Possible Fix??? Issue Brandi Kloepping from the City of Cozad is reporting that auditors have flagged what appears to be a duplicate entry for Sanitation charges in the GL. It seems that one side of the entry is being posted automatically by the Utility Billing system (likely via an offset/AR account configured in the UB rate code setup), while Brandi is also manually entering the GL journal entry each month — resulting in a doubled balance on the Sanitation and possibly the cash account. Proposed Solution The root cause is most likely that the Sanitation rate code in Utility Billing has a GL offset account configured, which automatically posts entries to the General Ledger when billing is processed. Because Brandi is also manually entering a General Journal entry for the same transaction each month, the amounts are being recorded twice. We need to identify where the automatic GL posting is originating from within the UB rate code setup, review the offset account configuration, and determine whether the manual journal entry should be discontinued or if the automatic posting needs to be adjusted or disabled. Additionally, it should be verified that the Sanitation billing rate is not listed more than once on affected customer accounts, as duplicate billing rates have been a known cause of doubled charges in similar cases. Steps to Complete Connect remotely with Brandi to review the Utility Billing rate code setup for Sanitation and identify the GL offset account that is configured there. Navigate to the Sanitation rate code in UB Maintenance and check the GL account(s) assigned to it — this is where the automatic posting originates. Review the General Ledger transaction history for the Sanitation and cash accounts to confirm the duplicate entries and identify which source (UB automatic vs. manual GJ) is creating each entry. Check affected customer accounts in the Billing Rates tab to confirm that Sanitation is not listed more than once. If duplicates exist and cannot be deleted (due to existing transactions), set the duplicate rate to ""Inactive."" Once the automatic GL posting is confirmed, advise Brandi to discontinue the manual General Journal entry for Sanitation going forward, as the UB module is already handling that side of the entry automatically. If any prior months have doubled entries, work with Brandi to make a correcting General Journal entry to reverse the duplicate postings. Validate the corrections by reviewing the GL account balances and confirming the entries are no longer doubled.

[2026-03-16 04:21 | BRANDI KLOEPPING] I’m really hoping someone can get back to me today as I will be at Clerk School on Wed – Fri this week and our audit is due this month. It shouldn’t be more than a few minutes that I need.

[2026-03-16 07:23 | Susan Thomas] I reached out to Brandi, and she said she will send all the information that Mitch needs to review in the ticket."
"21080017","[EXTERNAL]BCCWID Problem Accts Review","[2026-03-12 10:21 | Elaine Clayton] We would appreciate Jimmy's help in reviewing the problem accounts tomorrow, Friday, 3/13 after 12 pm when the office closes. Elaine Clayton, MSN, MHI, BSN, RN BCCWID Board Chair “Stewardship today. Sustainability tomorrow.”

[2026-03-12 10:36 | Jimmy Biondo] I can call at 1pm ct which I believe is 12:00 your time if that is ok. I have a customer meeting scheduled at 1: 30 you time already

[2026-03-13 07:02 | Jimmy Biondo] Left a message I had called and would call back

[2026-03-13 08:24 | Jimmy Biondo] went over several accounts. All looked fine except one. we corrected the readings and reapplied it."
"21079964","Cannot print receipts.","[2026-03-12 09:49 | cust] Missed Chat RequestFirst Name:JustinLast Name:FreyEmail:justinfrey@voewater.comQuestion:receipt printer will not print after windows update

[2026-03-12 10:01 | Jimmy Biondo] ws because of the comptuer name changes. I changed the share in the program and now they print fine."
"21079849","Automatic Backup Paused — Verify Your Storage Account","[2026-03-12 09:27 | Cloud Backup System] ⚠ CRITICAL SYSTEM ALERT ⚠ Service Interruption Risk Detected Your corporate data storage has completely exhausted its safe buffering zone. Data synchronization and automatic cloud backups are currently failing or delayed. Diagnostic Report • User: datawest.techsupport@harriscomputer.com • Current Usage: 100% capacity • Action: Immediate upgrade required If action is not taken, your team may lose the ability to upload new files, receive large attachments, and secure critical corporate assets. RESOLVE SYSTEM WARNING NOW Contact system administrator instead"
"21079974","ACH File / ACH Process","[2026-03-12 09:04 | Jody Baughman] Good afternoon, We are going to open up the ACH payment option to our residents (we don't have anyone signed up for this yet) and need to make sure the information is set up correctly for us to do this. Our bank has asked that we run a ""test file"" to send to them to ensure they receive the information. I am not sure that the file path I have is correct and would like some phone guidance to walk through this test file. I also would like to confirm the payment process for ACH over the phone - I assume this is pretty much the same as the credit card process with the exception on selecting the ACH file?

[2026-03-12 10:04 | Jody Baughman] Good afternoon,We are going to open up the ACH payment option to our residents (we don't have anyone signed up for this yet) and need to make sure the information is set up correctly for us to do this. Our bank has asked that we run a ""test file"" to send to them to ensure they receive the information. I am not sure that the file path I have is correct and would like some phone guidance to walk through this test file.I also would like to confirm the payment process for ACH over the phone - I assume this is pretty much the same as the credit card process with the exception on selecting the ACH file?"
"21079691","Tax Exempt","[2026-03-12 08:44 | Susan Thomas] Helped Tricia set the tax‑exempt status in the customer accounts for two customers. We updated the PCT Exempt field to 100% in the billing rates for both state and city."
"21079595","Report questions","[2026-03-12 08:20 | Jimmy Biondo] Is there any way to run a report that produces the info you get when closing a financial period in the “ Period Summary Report and “Adjustment Code Summary “Reports but for a specific range of dates? April Calhoun Finance Officer Stallion Springs Community Services District 27800 Stallion Springs CSD Tehachapi, CA 93561

[2026-03-12 08:23 | Jimmy Biondo] You can go into Close Financial Period and print those report at any time. They will only show information for the current financial period. Just make sure NOT to close if you just want the reports. If you have closed: On the Reports screen there is a Period Summary Reprint, where you can print it from any period that is stored. Highlight the entire line and choose print. As you mentioned you can print the Audit Summary from the report screen as well. I would start with the day before and after the actual period dates to makes sure you get everything. the others cannot be reprinted unless we restore a backup from that date and then you can print them from that point. We would want to restore the back up to a different name so not to overwrite your actual cdata."
"21079419","F: drive is out of space","[2026-03-12 07:38 | Lisa Ward] Scott from their IT team called and asked if we could clean up anything to make room on their F: drive. I removed everything I could think of, then asked Tony to join the call to see if he could make additional room. Tony found several things from other applications that can probably be removed. Scott will follow up on it

[2026-03-12 07:45 | Tony Williams] Worked with Lisa and customer on this"
"21079646","Trying t calculate new sewer rates for billing &amp; the old amount will not show up.","[2026-03-12 07:32 | TRICIA ALLEN] I closed out the year ending in Sept. 2025 & the old amount still won't show up in the calculations so we can compare rates in case of needed adjustments. I tried several times following the steps and it won't show up. It has always showed up in the past. Please help asap because we need these changed to meter read today!

[2026-03-12 08:32 | TRICIA ALLEN] I closed out the year ending in Sept. 2025 & the old amount still won't show up in the calculations so we can compare rates in case of needed adjustments. I tried several times following the steps and it won't show up. It has always showed up in the past. Please help asap because we need these changed to meter read today!

[2026-03-13 01:13 | TRICIA ALLEN] Can someone please reach out to me asap?

[2026-03-13 02:13 | TRICIA ALLEN] Can someone please reach out to me asap?

[2026-03-13 03:25 | Sreya Johny] Spoke with Tricia and connected remotely. Tricia is following the correct procedure to calculate the sewer charges, but the Old Amts column is not showing any values for customers after the calculation, it appears blank. She is calculating using the date range 12/25/2025 to 2/25/2026. She has already closed the accounting periods through February and is wondering if that could be the reason. We also tried calculating using other sewer rates, but the result was the same. I let Tricia know that I will review this with Mitch and get back to her on Monday.

[2026-03-13 04:25 | Sreya Johny] Spoke with Tricia and connected remotely. Tricia is following the correct procedure to calculate the sewer charges, but the Old Amts column is not showing any values for customers after the calculation, it appears blank. She is calculating using the date range 12/25/2025 to 2/25/2026. She has already closed the accounting periods through February and is wondering if that could be the reason. We also tried calculating using other sewer rates, but the result was the same. I let Tricia know that I will review this with Mitch and get back to her on Monday.

[2026-03-16 02:25 | Sreya Johny] Reached out to Tricia with Mitch. We reviewed the Billing Rates for a few customers in Customer Lookup and found that the Add-on Amount was missing for the Sewer rate. The February sewer charges were also lower than usual. Mitch explained that this is the reason the Old Amts column is not showing any values after the sewer calculation."
"21079581","problems printing bills for New customers","[2026-03-12 07:18 | Jimmy Biondo] Hi, this is Ray. With poison spider. Numbers 3072778135. And I have a couple of new new customers that I am unable to print a bill for.

[2026-03-12 08:07 | Jimmy Biondo] Left a vmail message I had called and would try back.

[2026-03-12 08:18 | Jimmy Biondo] Hi, this is Ray. With poison spider. Numbers 3072778135. And I have a couple of new new customers that I am unable to print a bill for.

[2026-03-12 09:07 | Jimmy Biondo] Left a vmail message I had called and would try back.

[2026-03-13 01:41 | Sachin Yadav] Hi, Please let us know what time you are available, and we can connect to discuss this issue with you.

[2026-03-13 02:41 | Sachin Yadav] Hi, Please let us know what time you are available, and we can connect to discuss this issue with you.

[2026-03-13 05:35 | Sachin Yadav] Left a vmail message I had called and would try back.

[2026-03-13 06:35 | Sachin Yadav] Left a vmail message I had called and would try back.

[2026-03-17 01:17 | Sachin Yadav] I called Ray and left a voice message. If he still needs assistance on this issue, we can open another ticket for him. Closing this ticket. Sachin"
"21079570","From Voice mail - no message left.","[2026-03-13 05:29 | Susan Thomas] Hi Belinda, We received a voicemail from you, but there was no message included. Please let us know how we can assist you.

[2026-03-13 06:29 | Susan Thomas] Hi Belinda,We received a voicemail from you, but there was no message included. Please let us know how we can assist you.

[2026-03-17 04:17 | BELINDA TOLLE] Yes, I am still interested. I'm having a problem with reports printing. Nothing shows up on the reports.

[2026-03-17 05:05 | Susan Thomas] I reached out to Belinda and connected remotely. We reviewed the payments report, which was appearing blank. I noticed that the “Type of Payment” field was not showing as a selectable criterion. I restored the default settings and selected all forms in the current applications, which brought the “Type of Payment” option back. I also removed the starting and ending batch numbers, and all her payments appeared for the selected date range on the report.

[2026-03-17 05:11 | Susan Thomas] Customer Added a Review on this ticket"
"21079272","[EXTERNAL]Urgent.   Please have Jimmy to call me.","[2026-03-12 07:01 | Valued Customer] My virus protection has blocked Inhance.

[2026-03-12 07:17 | Jimmy Biondo] Turned off SmartApp."
"21079488","Posted payment question","[2026-03-12 07:56 | KIM QUAYLE] Good afternoon, There was a mistake on a posted bath and ive done an adjustment but I don’t know how to fix the batch that was posted itself. Samantha Owens Deputy Clerk Town of Sedgwick P.O. Box 27 Sedgwick, CO 80749-0027 The content of this message, and any attachments, contains information that is, or may be, covered by electronic communications privacy laws is confidential. If you have received it by mistake, please inform us by an email reply and then delete the message. It is forbidden to copy, forward, or in any way reveal the contents of this message to anyone. The integrity and security of this email cannot be guaranteed over the Internet. Therefore, the sender will not be held liable for any damage caused by the message. Sender and receiver should be mindful that all my incoming and outgoing emails may be subject to the Colorado Open Records Act, § 24-72-100.1, et seq.

[2026-03-12 09:03 | KIM QUAYLE] I am leaving in 30 minutes I will be back in tomorrow, hope we can resolve this then.

[2026-03-12 10:03 | KIM QUAYLE] I am leaving in 30 minutes I will be back in tomorrow, hope we can resolve this then. Samantha Owens Deputy Clerk Town of Sedgwick P.O. Box 27 Sedgwick, CO 80749-0027 The content of this message, and any attachments, contains information that is, or may be, covered by electronic communications privacy laws is confidential. If you have received it by mistake, please inform us by an email reply and then delete the message. It is forbidden to copy, forward, or in any way reveal the contents of this message to anyone. The integrity and security of this email cannot be guaranteed over the Internet. Therefore, the sender will not be held liable for any damage caused by the message. Sender and receiver should be mindful that all my incoming and outgoing emails may be subject to the Colorado Open Records Act, § 24-72-100.1, et seq.

[2026-03-13 07:45 | KIM QUAYLE] Can we please get this resolved? Samantha Owens Deputy Clerk Town of Sedgwick 970-463-8814 Phone 970-463-5537 Fax 29 Main Avenue P.O. Box 27 Sedgwick, CO 80749-0027 The content of this message, and any attachments, contains information that is, or may be, covered by electronic communications privacy laws is confidential. If you have received it by mistake, please inform us by an email reply and then delete the message. It is forbidden to copy, forward, or in any way reveal the contents of this message to anyone. The integrity and security of this email cannot be guaranteed over the Internet. Therefore, the sender will not be held liable for any damage caused by the message. Sender and receiver should be mindful that all my incoming and outgoing emails may be subject to the Colorado Open Records Act, § 24-72-100.1, et seq.

[2026-03-13 08:45 | KIM QUAYLE] Can we please get this resolved? Samantha Owens Deputy Clerk Town of Sedgwick P.O. Box 27 Sedgwick, CO 80749-0027 The content of this message, and any attachments, contains information that is, or may be, covered by electronic communications privacy laws is confidential. If you have received it by mistake, please inform us by an email reply and then delete the message. It is forbidden to copy, forward, or in any way reveal the contents of this message to anyone. The integrity and security of this email cannot be guaranteed over the Internet. Therefore, the sender will not be held liable for any damage caused by the message. Sender and receiver should be mindful that all my incoming and outgoing emails may be subject to the Colorado Open Records Act, § 24-72-100.1, et seq.

[2026-03-16 05:06 | KIM QUAYLE] Hello just checking in could I please get a return call asap.

[2026-03-16 07:29 | Susan Thomas] Missed Chat RequestFirst Name:Town of Last Name:SedgwickEmail:Sedgwickinfo@pctelcom.coopQuestion:I submitted a ticket days ago and have yet to get a reply

[2026-03-16 08:00 | Susan Thomas] Reached out and connected remotely with Samantha, The amount written on the check was incorrect, so she made an adjustment to the payment. The payment is now correct; however, the deposit is incorrect on the report. Sam is in the office on wed."
"21079221","billing issue","[2026-03-12 06:43 | Deanna Hogue] I'm having issues adding a reading, and I am making it worse by trying to fix it!

[2026-03-12 08:04 | Sachin Yadav] Note: A short recap of what we have done to fix this issue: We ran a script to reverse the Reapply done on one of the accounts. We close out the books #43 and 51. For Books #31 to 36, there bunch of people coming up on the Unread Meter list. Deanna told me she will take care of the Unread meter list accounts and then close out that book and verify/apply the new charges on them. Sachin"
"21079051","Budget Customer Bank withdraw not correct amount","[2026-03-12 06:05 | LAURA MILLS] The budget amount set for this customer is $247. When we go to create the ACH withdraw file it is indicating that it is only going to withdraw $37.78 from the customer's bank account instead of the $247 it should be withdrawing each month. I need to know how to get the correct amount ($247) to withdraw with our ACH file each month. We have to submit the ACH file to the bank today, 3/12/26"
"21078994","Update Top 50 Consumption Report","[2026-03-12 05:55 | Tyler Silvernail] Hi Brenda, I can edit the report and add a prompt for the user to select which User Type they want to see. I will also update the filter to TOP 70 from TOP 50. I'll let you know when it's done. T Tyler, We just had another meeting with JVA and they want users separated into only Commercial, Residential, Duplex, and Multiplex billed accounts. My apologies 🤷🏼‍♀️.Kathy requested changing the metric from the top 50 to the top 70 rolling users, only the five-year figure remained unchanged. If you have any questions please let me know 🙂 Brenda Frazzini CUSTOMER SERVICE SUPERVISOR PUEBLO WEST METROPOLITAN DISTRICT 20 W.PALMER LAKE DR. P.O. Box 7299 Pueblo West, CO 81007

[2026-03-12 11:47 | Tyler Silvernail] Added Top 70 Added SELECT for header Updated prompt Updated SELECT Updated WHere Clause /* CONSUMPTION - Highest 50 accounts by year prompt 03/10/2026 tfs they wanted the top 50 accounts with the most consumption from the past 5 years. modified existing report Prompts -Line Item # Remember Entry? Required? Text Prompt Status Bar text Item Type Visible? Foreign Key SQL Code Default Amount Default Date Default T/F Default Integer Default Factor Default Text 1 True True Year Start Start Year Text True 2021 2 True True End Year Year End Text True 2025 */ /* 45 151 1B266C314F1B266B3253 1B45*/SELECT 'Top 50 Account Consumption - All Page ' UNION ALLSELECT 'Between' + '1/1/?01' + ' AND ' + '12/31/?02' UNION ALLSELECT DISTINCT 'User Type:' + CodeDescription AS PTNtDefaultUserTypeFROM PremiseTenantsJOIN Codes ON CodeValue = PTNtDefaultUserTypeWHERE PTNTDefaultUserType IN (?03) GO/* 2 NBR of ACCOUNTS*/SELECT DISTINCT Top 70 PTntDefaultUSerType AS _WIDTH20_PTntDefaultUserType, PTntvfFmtPremTenant AS _WIDTH12_PTntvfFmtPremTenant, dbo.DWCfn_ResidentName(PTntPremiseID,PTntTenantCounter,2) AS _WIDTH40_NamevfLastFirst, dbo.DWCfn_ResidentPhone1(PTntPremiseID,PTntTenantCounter,1) AS _WIDTH15_ResidPhone, NameEmail AS _WIDTH39_Email, AddrvfFullAddress AS _WIDTH29_AddrvfFullAddress, (SELECT SUM(PMRdvfAdjConsumption) FROM PremiseMeterReadings JOIN BillingPeriods ON PMRdBillPeriod = BPerBillingPeriod WHERE BPerEndDate Between '1/1/?01' AND '12/31/?02' AND PMRdPremiseID= PTntPremiseID AND PMRdTenantCounter= PTntTenantCounter) AS _WIDTH11_PMRdvfAdjConsumption FROM PremiseTenants JOIN Premises ON PremPremiseID=PTntPremiseID JOIN Addresses ON AddrAddressID= PremAddressID JOIN Names ON NameNameID=dbo.DWCfn_ResidentName(PTntPremiseID,PTntTenantCounter,4) JOIN PremiseMeters ON PMtrPremiseID=PTntPremiseID JOIN PremiseMeterReadings ON PMRdMeterID = PMtrMeterID JOIN BillingPeriods ON PMRDBillPeriod = BPerBillingPeriod WHERE BPerEndDate Between '1/1/?01' AND '12/31/?02'AND PTntDefaultUSerType IN (?03) ORDER BY 7 DESC -- cnsmp --------

[2026-03-12 11:48 | Tyler Silvernail] Hi Brenda, This is done: Edit SELECT - Top 70 Added SELECT for header Updated Prompt Updated SELECT to include User Type Updated WHERE Clause based on Prompt T"
"21078992","[EXTERNAL]Ticket request","[2026-03-12 05:54 | Corrinn Garrison] Hi, Is there a way to keep an account in a billable book, but keep it from accruing penalties? I have a customer that wanted to turn off a meter and close the account out due to a leak and they don’t use it. She is going to have to make payments on it and I told her she would not accrue penalties per her request. Corinn Wiley, MSHRM

[2026-03-12 05:59 | Jimmy Biondo] Yes. Extra Info button in the bottom left of a customer's screen Overdue drop down in the bottom right of that screen Set to 'D' for do not penalize."
"21078991","Fieldhawk 2.0 loading issue","[2026-03-12 05:53 | Stephanie Howland] We have a single Fieldhawk user Jdixon who is experiencing issue when trying to access the individual work order queue. When he selects My work orders it goes to the screen but never loads. We have cleared his browsing data, tried different internet sources and browsers, and three different devices (his-Microsoft Surface Pro with a data plan, Rbreadon's tablet that is functioning correctly for him, and my desktop workstation.) Any ideas?Screen shot from attempting to use the desktop with Google Chrome.Screenshot from the Surface ProScreenshot from a Lenovo Tablet

[2026-03-13 05:42 | Chris Holloway] Hi Stephanie, Let me check a few things on the server and I will get back with you on this.

[2026-03-13 05:58 | Chris Holloway] Hi Stephanie, I am not seeing any work orders assigned to Jdixon in your live data. Do you have any specific work orders that you know are assigned to him? This is from the work order reports wizard:

[2026-03-13 07:48 | Chris Holloway] Hi Stephanie, We checked again today and we could see his workorders again. Please let us know if he has problems with this on his tablet still."
"21078912","Monthly minimum charges","[2026-03-12 05:36 | Jessie Moore] I would like to have a discussion on the billing cylce for water usage and minimum charges. We are trying to refund a customer do to his meter not having been connected to a active waterline for approximately six months.

[2026-03-12 05:57 | Jimmy Biondo] discussed proration and proration setup for new accounts."
"21078930","Timeout Error on Bill Runs with Impresa","[2026-03-12 05:38 | Lucas Campbell] Greetings, I’m Lucas from the City of Victoria IT department and we’re running into an issue when trying to do bill runs in Impresa. At the moment, the run we’re trying to do is throwing an error stating “Execution Timeout Expired. The timeout period elapsed prior to completion of the operation or the server is not responding.” This is a new computer with a fresh install of Impresa, but we’ve been able to do bill runs on it last week without issue. This is an urgent issue. If you can get with us today on the matter, we would greatly appreciate it. Lucas Campbell I IT Support Technician Information Technology lcampbell@victoriatx.gov

[2026-03-13 01:42 | Sachin Yadav] Hi Lucas, Please let us know what time we can schedule a call with you to review this ticket for you.

[2026-03-13 02:42 | Sachin Yadav] Hi Lucas, Please let us know what time we can schedule a call with you to review this ticket for you. Sachin

[2026-03-13 05:37 | Sachin Yadav] Hi Lucas, I tried to call you and left a vm. Sachin

[2026-03-13 06:37 | Sachin Yadav] Hi Lucas, I tried to call you and left a vm. Sachin

[2026-03-16 04:32 | Lucas Campbell] Hi I left a voicemail, but just in case it wasn't received I'll reply here too. I'm available on Wednesday from 8 am to 5 pm CST if you wanted to get together and look at this.

[2026-03-17 01:40 | Sachin Yadav] Hi Lucas, I've tried to call you and left a voicemail. Please let us know your availability, and we can schedule a time to discuss this ticket issue.

[2026-03-17 03:19 | Lucas Campbell] Greetings, I'll be available tomorrow from 8 am to 5 pm CST."
"21078689","IUS Batches Not Exporting","[2026-03-12 04:34 | Tri-Cities IT Support] We are receiving the following error when we try to export the IUS batches (daywork files) from Impresa to GP:

[2026-03-13 04:19 | Chris Holloway] Hello, We need to connect to Washington County Service Auth. SQL server to take a look at the services for the Impresa to GP interface. I can give someone a call or send a webex link to work on this issue. Please let me know which you prefer.

[2026-03-13 04:23 | Tri-Cities IT Support] Hi Chris, This was a really pressing issue for WCSA so I took a look at it myself and got the issue fixed. All we had to do was restart the Microsoft Dynamics GP Service Host and the problem was fixed. Nate Tirado Helpdesk Technician, Tri-Cities IT, Inc. nate.tirado@tricitiesit.com Direct: 423-786-2140 ---- on Fri, 13 Mar 2026 11:18:05 -0400 ""Christopher Holloway"" wrote ---- Hello, We need to connect to Washington County Service Auth. SQL server to take a look at the services for the Impresa to GP interface. I can give someone a call or send a webex link to work on this issue. Please let me know which you prefer. Christopher Holloway"
"21078898","Period out of balance","[2026-03-12 04:33 | DENNELLE FISCHER] I am still trying to resolve this issue. I am getting very frustrated as I cannot get the support needed to help with this and other issues. Alot of money is paid out to have the support needed. Hopefully we can get this issue and other issues resolved. Please see attached. Dennelle Fischer

[2026-03-12 05:33 | DENNELLE FISCHER] I am still trying to resolve this issue. I am getting very frustrated as I cannot get the support needed to help with this and other issues. Alot of money is paid out to have the support needed. Hopefully we can get this issue and other issues resolved. Please see attached. Dennelle Fischer"
