"ticket_id","ticket_name","full_thread_text"
"21094199","Request to Confirm or Reset FileZilla Credentials","[2026-03-20 07:39 | Sreya Johny] Customer Added a Review on this ticket"

[2026-01-20 06:06 | Sachin Yadav] Morning Jordan, I sent out the meeting invitation for today at 11 am EST; you can respond to it. Sachin

[2026-01-20 06:08 | Sachin Yadav] Note: Based on the old ticket TS#104088, we need to create a new Receipt Printer Profile and then test it; the receipt printer is functioning properly.

[2026-01-21 03:19 | Sachin Yadav] We had a meeting, and we took care of this case."
"20969827","From Email - Need PowerManager Installed On New Computer","[2026-01-14 01:31 | Mitch Dahl] Mitch, Randy has installed my computer, now I just need you to help download my Power manager. 😊 Laura Jahn “Lori” Manilla City Clerk Manilla, IA 51454 laura@manillaia.com manillaia.com

[2026-01-14 02:17 | LAURA JAHN] Mitch, If you are unable to install the program- I need to know so I can hook up the old computer. I still download the new taxes if I have to do payroll on old computer.

[2026-01-14 02:38 | Mitch Dahl] Changing to P0 as Lori will either need to get PM installed on the new computer or hook her old computer back up.

[2026-01-14 04:19 | Joe Sheehan] Remoted in and migrated PowerManager to her new computer. Also spoke with Dara about another issue. Going to follow up with Susan and Mitch on that one.

[2026-01-14 04:45 | cust] Customer Added a Review on this ticket"
"20969812","Splitting a Utility Bill","[2026-01-14 01:28 | Michelle Nelson] I have a landlord who is wanting to continue to pay the water and sewer, but the tenant is responsible for electric and trash. How do I split this bill? Because if I do need to do a final read for the electric but if I do a move out/move in, then it will change the water/sewer over as well.

[2026-01-14 05:41 | Ben Aplin] Hello - you will need to have two separate accounts. One for each service pairing."
"20969794","From Email - PowerManager Update Issue (Too Old to Update) (F)","[2026-01-14 01:23 | Mitch Dahl] Hello, So, we paid our new year subscription for 2026. We opened the about on our powermanager and it says, “to old to update”. I am having knee jerks! Help! It has a display update modification, but does that mean these are items that we need to fix or things you all already did? If we have to do these things, we are not IT people, where are the instructions on how to do them? Concern, am I okay to process W-2s and are the current year taxes set up? Cynthia S. Humrich Town of Holly, Clerk/Treasurer P. O. Box 458 Holly, CO 81047

[2026-01-15 16:41 | Ben Aplin] Good Morning, we'll update you tomorrow on this.

[2026-01-16 05:43 | Sreya Johny] Hi Cynthia, You should have received an email from Mitch Mullins back in September about the PowerManager 2025 registration and update. Please follow the steps in that email, or let us know if you’d like a call to complete the process.

[2026-01-16 09:13 | CYNTHIA HUMRICH] I did, had done it, and I redid today. I followed the instruction as given and note: The Company number was already 139362. The year already stated 2025 I put the registration number in of 1382428705-1529803045 as per what is on the instructions. Clicked on the “Register” . There was not processing (shown) the Registration number went away. Restarted the computer. I did this on several computers and we still have the same “to old to update”. Cynthia S. Humrich Town of Holly, Clerk/Treasurer P. O. Box 458 Holly, CO 81047

[2026-01-16 09:17 | Sreya Johny] Hi Cynthia, I'll reach out to you on Monday to assist you with this. Sreya

[2026-01-21 04:41 | Ben Aplin] Action added via the Email Ticket button to: sjhony@harriscomputer.com Hi Sreya - were you able to connect with the customer? If not, please send a meeting request to them to make sure we connect.

[2026-01-21 04:50 | Sreya Johny] Sorry I haven’t reached out to the customer yet, this ticket got lost in the queue. Will reach out to Cynthia soon.

[2026-01-22 02:40 | Sreya Johny] Spoke with Cynthia and connected remotely. We completed the PM 2025 update on her computer. She’ll run the update on the other computers today and will let us know once it’s completed or if she needs any assistance.

[2026-01-22 04:38 | CYNTHIA HUMRICH] Reference to ticket 108720, I tried to run this application on another computer, and I got the above message error. Clicked okay. Went to the Powermanager “About” it still changed the program to “Update”. I went ahead and clicked on update on the Powermanager and I think it processed okay. Am I okay to continue on everyone else’s machine or do I have a problem. Cynthia S. Humrich Town of Holly, Clerk/Treasurer P. O. Box 458 Holly, CO 81047

[2026-01-22 05:23 | Sreya Johny] Yes, you can proceed with installing the update on the other machines. Once the update is complete, the About section should show a Release Date of 09/23/2025 and a Last Updated date of 12/30/2025.

[2026-01-22 11:47 | CYNTHIA HUMRICH] All computers are updated and both dates as stated below are showing. We are good. Cynthia S. Humrich Town of Holly, Clerk/Treasurer P. O. Box 458 Holly, CO 81047"
"20969780","Cannot Open Power Manager","[2026-01-14 01:19 | Jo McCauley] Neither user can open Power manager. Error code 6420. Screenshot attached.

[2026-01-14 01:32 | Joe Sheehan] Called and ADS was not running on TC-Clerk (Jo's computer) so we got that up and running. That resolved Jo's issue. On Lexi's computer we had to change the IP address in the ads.ini file. That resolved Lexi's computer."
"20969728","new tax rates","[2026-01-14 01:07 | NICOLE TYRRELL] I’ve been trying to import the new tax tables for 2026, but nothing seems to be updating. I followed the instructions provided in the email, but I’m still having issues. Could someone please contact me as soon as possible? My payroll is due Thursday at 2:00 PM. Apologies for the late notice and

[2026-01-14 05:39 | Ben Aplin] Nicole, can you please join this meeting. You can dial in.

[2026-01-14 05:48 | Ben Aplin] Nicole needed to download the images in the email sent last week."
"20969620","Jan 14th Inhance upgrade","[2026-01-14 00:06 | Lucas Nickell] Good morning, Bian Shell will be the main point of contact for this evenings inHance upgrade. He's cc'd on this email and to reach him by phone: Javier Rodriguez will be the help desk point of contact. He is also cc'd on this email and his desk phone is: Lucas Nickell Help Desk Technician 1 Information Technology 15 North Cameron St. Winchester, VA 22601 lucas.nickell@winchesterva.gov *** VIRGINIA FREEDOM OF INFORMATION NOTICE *** This e-mail and any of its attachments may constitute a public record under the Virginia Freedom of Information Act. Accordingly, the sender and/or recipient listed above may be required to produce this e-mail and any of its attachments to any requester unless certain limited and very specific exemptions are applicable.

[2026-01-14 00:22 | Brian Shell] For Inhance support, when you contact me this evening, I’ll conference him into the call. Or if the platform you use for remote support has the ability for audio and multiple participants, you can send an invite. Brian Shell Senior System Administrator City of Winchester 15 N. Cameron Street Winchester, VA 22601 Phone: (540) 667-2379 Cc: Javier Rodriguez ; Brian Shell Good morning, Bian Shell will be the main point of contact for this evenings inHance upgrade. He's cc'd on this email and to reach him by phone: Javier Rodriguez will be the help desk point of contact. He is also cc'd on this email and his desk phone is: Lucas Nickell Help Desk Technician 1 Information Technology 15 North Cameron St. lucas.nickell@winchesterva.gov *** VIRGINIA FREEDOM OF INFORMATION NOTICE *** This e-mail and any of its attachments may constitute a public record under the Virginia Freedom of Information Act. Accordingly, the sender and/or recipient listed above may be required to produce this e-mail and any of its attachments to any requester unless certain limited and very specific exemptions are applicable.

[2026-01-14 00:51 | Emily Lamb] We will be out of the system by 4:40PM and you can start the upgrade. We will need this pushed out to the following computers below and have someone in IT or Inhance be available at 7:45AM tomorrow until all of us are in the system. PU115 – Emily PU101 – Tina PU91 - Barbie PU93 - Kristy PU131 - Rush PU87 – Toby Emily Lamb Customer Service Division Manager 301 E Cork St Winchester, VA 22601 Cc: Javier Rodriguez For Inhance support, when you contact me this evening, I’ll conference him into the call. Or if the platform you use for remote support has the ability for audio and multiple participants, you can send an invite. Brian Shell Senior System Administrator City of Winchester

[2026-01-14 01:41 | Lisa Ward] Good morning, Bian Shell will be the main point of contact for this evenings inHance upgrade. He's cc'd on this email and to reach him by phone: Javier Rodriguez will be the help desk point of contact. He is also cc'd on this email and his desk phone is: Lucas Nickell Help Desk Technician 1 Information Technology

[2026-01-14 03:32 | Lisa Ward] Good morning, I need to verify that you do not use Itron Export before the upgrade. I also need to know what version of SQL Server you are using.

[2026-01-14 03:48 | Brian Shell] I don’t know what Itron is or if we’re using itSQL Server 2019 Brian Shell Senior System Administrator City of Winchester 15 N. Cameron Street Winchester, VA 22601 Phone: (540) 667-2379

[2026-01-14 08:30 | Lisa Ward] Verified with Russ that they use Neptune

[2026-01-14 09:58 | Tony Williams] Updated live Server and impresa, copied over all files. Worked well, no issue. IT will reach out if there's an issue."
"20969594","DO 6743 -  URGENT HELP NEEDED","[2026-01-12 03:02 | Clermont County ISD Help Desk] This is a notification from the Help Desk. -- Reply above this line to add a comment -- Clermont County ISD Hi inhancesupport@harriscomputer.com, The IT team has received your request and will get back to you. Meanwhile, you can reply to this email if you have any additional questions or details. IT Team Kara Philpot made 2 updates. #13281 ERROR Kara Philpot wrote: created with attachments error.pdf Hello, We are having this error happen when trying to make payments on the GL. Kara Philpot Clermont County Water Resources

[2026-01-12 03:02 | Kara Philpot] Hello, We are having this error happen when trying to make payments on the GL. Kara Philpot Clermont County Water Resources

[2026-01-14 00:13 | Gloria Werner] Gloria Werner Clermont County Water Resources Customer Service Department

[2026-01-14 00:14 | Kara Philpot] We are having a few errors and need help. This is causing a delay in pull in our payments. Kara Philpot Clermont County Water Resources

[2026-01-14 00:14 | Clermont County ISD Help Desk] This is a notification from the Help Desk. -- Reply above this line to add a comment -- Clermont County ISD Hi inhancesupport@harriscomputer.com, The IT team has received your request and will get back to you. Meanwhile, you can reply to this email if you have any additional questions or details. IT Team Kara Philpot opened a new ticket. #13300 ERRORS Kara Philpot wrote: We are having a few errors and need help. This is causing a delay in pull in our payments. Kara Philpot Clermont County Water Resources

[2026-01-14 00:31 | Kara Philpot] Hello, This is very urgent. We are unable to process any of our payments.

[2026-01-14 04:33 | Lisa Ward] Kara, I have enlisted the help of our development team on this issue.

[2026-01-14 08:00 | Chris Holloway] Spoke with Kara and Kelly. We were able to import the file, but when saving the payments is when we get the error. I looked at the Customer BI report for the Billing status field and did not see anything out of the ordinary there. We will need to pull the data over for development to look at.

[2026-01-15 00:24 | Kara Philpot] We are now getting this error when trying to change info on a work order.

[2026-01-15 01:47 | Clermont County ISD Help Desk] This is a notification from the Help Desk. -- Reply above this line to add a comment -- Clermont County ISD Hi inhancesupport@harriscomputer.com, The IT team has received your request and will get back to you. Meanwhile, you can reply to this email if you have any additional questions or details. IT Team Kevin Schweitzer responded to your ticket. #13281 ERROR Kevin Schweitzer wrote: Restart did not fix. They have a call into Harris about the issue. Ticket Attributes Creator Kara Philpot Assignee Kevin Schweitzer Why did you receive this email? Glad you asked! We're using the Spiceworks Cloud Help Desk to track issues and get all your requests sorted in a snap. Have a concern? Just reply to this email, and we'll be in touch. Terms of Use | Privacy Policy | Cookie Policy | Security Details

[2026-01-15 03:22 | Chris Holloway] Hi Kara, We are working on getting your data over for our developers now.

[2026-01-15 04:10 | Lisa Ward] Backed up the database and restored on Sandbox

[2026-01-15 16:31 | Ben Aplin] Good Morning Kara - can you please include a screen shot of the screen you are on as well as the error?

[2026-01-16 02:44 | Karen Myers] We need someone to call the office immediately. We still cannot process payment or import payments and this has been happening since Monday. Please call 513-732-7894

[2026-01-16 02:52 | Tony Williams] Lisa, can you check out this GL issue as well?

[2026-01-16 07:34 | Lisa Ward] well the issue is this field The statis if all paid (inactives) is set to none but the code is saving the value as 0. So my guess is that they accidently set that to none or they have never hit that set of circumstances if you set it to ""ignore"" like the rest of the fields, will work fairly sure and if they really need it to be set to ""none"" we would need a bug DO and put on the schedule for a future build we probably should fix anyway, so may want to create a bug DO for it anyway

[2026-01-16 07:41 | cust] Ticket has been synced with TFS' work item URGENT HELP NEEDED with state ""New"".

[2026-01-16 07:49 | Chris Holloway] worked with Lisa on this.

[2026-01-16 07:49 | Lisa Ward] Sandbox> 4.22.3.0 Oasis_Clermont_LW. The import is successful but when processing payments you get the error. Batch Entries> Batch Payments Status if all paid(Inactive) need to be set to 'None' for it to fail. UB Administration> Payment information

[2026-01-23 06:09 | cust] TFS' Work Item import their payment file and they are getting an error's status changed from ""New"" to ""Active"".

[2026-01-23 08:42 | cust] TFS' Work Item import their payment file and they are getting an error's status changed from ""Active"" to ""Code Complete"".

[2026-01-23 08:42 | cust] Comment added in TFS by Billy Stamps Waiting on PR

[2026-01-26 04:00 | cust] Comment added in TFS by Billy Stamps Forced to change the new_sp_ub_process_bills.sql name to xsp_new_sp_ub_process_bills.sql

[2026-02-17 08:14 | Tony Williams] Update - This is or will be fixed in version 4.30 which is due out in May. The work around still is if you set it to ""ignore"" like the rest of the fields, it will work.

[2026-03-11 11:31 | cust] TFS' Work Item import their payment file and they are getting an error's status changed from ""Code Complete"" to ""In Testing""."
"20969263","PowerManager Utility Payments - Search and Navigation Issues","[2026-01-13 10:15 | Ben Aplin] Customer Experiencing Search and Navigation Problems in PowerManager The customer reported two main issues with the PowerManager Utility Payments system: 1. Unable to search for customers by account numbers 2. Unable to navigate to the next page after finding a customer Troubleshooting steps suggested: - Uncheck ""Retain Last Search"" option in the system settings - Click save button in the standard menu bar - Verify search and navigation functionality after making these changes Message History Yes I need help with power Manager Utility Payments Hi there! I'm PowMan, your PowerManager Operator. I'm here to help you with any questions you have about using the PowerManager applications for your daily tasks. What can I help you with today? Whether it's finding an account, processing a payment, or generating a report, just ask! I'd be happy to help you with PowerManager utility payments! Could you tell me more about what you're trying to do? For example, are you trying to process a customer payment, set up automatic payments, or perhaps view payment history? It is not allowing to search costumer by account numbers. Then when I do find the costumer it is not allowing me to go to next page. Let me look into that for you! I found some information that might help with your customer search issue. Based on what you're describing, it sounds like the ""Retain Last Search"" feature might be causing problems. Try these steps: 1. Click on the Gear/COG wheel on the customer screen 2. Scroll down and uncheck ""Retain Last Search"" 3. Click the save button at the top of the screen in the standard menu bar This should fix the issue where you can't properly search for customers or move to the next page. The system might be stuck on a previous search result. Is there anything specific you're trying to do after finding the customer account?

[2026-01-13 11:15 | cust] Customer Experiencing Search and Navigation Problems in PowerManager The customer reported two main issues with the PowerManager Utility Payments system: 1. Unable to search for customers by account numbers 2. Unable to navigate to the next page after finding a customer Troubleshooting steps suggested: - Uncheck ""Retain Last Search"" option in the system settings - Click save button in the standard menu bar - Verify search and navigation functionality after making these changes Message History Yes I need help with power Manager Utility Payments Hi there! I'm PowMan, your PowerManager Operator. I'm here to help you with any questions you have about using the PowerManager applications for your daily tasks. What can I help you with today? Whether it's finding an account, processing a payment, or generating a report, just ask! I'd be happy to help you with PowerManager utility payments! Could you tell me more about what you're trying to do? For example, are you trying to process a customer payment, set up automatic payments, or perhaps view payment history? It is not allowing to search costumer by account numbers. Then when I do find the costumer it is not allowing me to go to next page. Let me look into that for you! I found some information that might help with your customer search issue. Based on what you're describing, it sounds like the ""Retain Last Search"" feature might be causing problems. Try these steps: 1. Click on the Gear/COG wheel on the customer screen 2. Scroll down and uncheck ""Retain Last Search"" 3. Click the save button at the top of the screen in the standard menu bar This should fix the issue where you can't properly search for customers or move to the next page. The system might be stuck on a previous search result. Is there anything specific you're trying to do after finding the customer account?"
"20969159","Different Versions for Different Users","[2026-01-13 09:58 | Ben Aplin] Three different users have different apparent latest versions on their PCs. Can we assist in normalizing them? Julie is correct: Kari is not (no last updated) Annie is not (seems to have not been updated in a great while)

[2026-01-27 01:04 | Susan Thomas] Calling today.

[2026-02-02 09:15 | Susan Thomas] Hi Kari, Is this issue still occurring? Please let me know. Susan

[2026-02-03 01:24 | KARI WOODARD] No – emailed awhile back that it was fixed."
"20968991","FORM 1096 - CHANGE NAME TO NEW CLERK","[2026-01-13 08:54 | Casey Schulte] I'm working on pulling all the Reports, and i have gotten to the 1096 - and its got the old Clerks name.Please Review Screenshots.Need to change my name.

[2026-01-13 09:38 | Casey Schulte] FIGURED IT OUT – CANCEL TICKET PLEASE & Casey Schulte City Clerk-Treasurer cityclerk@hartel.net ELECTED OFFICIALS: A ""Reply to All"" on this e-mail could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender."
"20968939","Trouble with printing bills","[2026-01-13 08:36 | Ashtyn Hernandez] Good afternoon, We have to print our bills through the bypass tray on our printer. Whenever I try to print them, it keeps changing my paper size back to “Letter (8 1/2x11”)” after we have changed everything to legal. It does this no matter if its 1st or 2nd notices I’m trying to print. My manager has no problems printing bills off of her computer 10 feet away. I have attached pictures of computer settings, as well as links to the video we had taken showing that it keeps changing. I have to print bills on Friday, January 16th so I really need this resolved. Part 1: Part 2: Ashtyn Hernandez CSR/Admin Assistant Fayette Water Supply Corporation La Grange, TX 78945

[2026-01-15 00:42 | Ashtyn Hernandez] Good morning, Still waiting on a reply for this. Please feel free to call if needed. Ashtyn Hernandez CSR/Admin Assistant Fayette Water Supply Corporation La Grange, TX 78945

[2026-01-19 07:54 | Chris Holloway] Hi Ashtyn, We took a look at your system and found that your computer is still on Windows 10. The workstation that is able to print the bills correctly is on Windows 11. We have noticed a problem with drivers from Windows 10 since 11 came out. We attempted to adjust the printer settings, and created a Bills profile, this allowed the paper size to remain the same, but the alignment is off. Normally we are able to adjust the crystal report for the bill form to correct this, but doing that in Parallels will change it for everyone who is able to print. Your IT will probably have to update your drivers for the printer on your workstation, if there is an option for that. Or update your computer to Windows 11. Once this is done, please open a new ticket if you run into problems with this again.

[2026-01-20 00:52 | Ashtyn Hernandez] Hi Chris, Whatever we changed in my printing setting has made it to where I cannot print anything now, even on basic paper. I’ve been trying to print work orders and it keeps changing my print settings, and when we force it through it prints landscape with no way to change it. Please call so we can get this resolved. Ashtyn Hernandez CSR/Admin Assistant Fayette Water Supply Corporation La Grange, TX 78945

[2026-01-27 02:34 | Chris Holloway] Hi Ashtyn, We can schedule a call around 3pm today to take a look at this, if that time works for you?

[2026-01-27 08:09 | Chris Holloway] Hi Ashtyn, You were able to get this figured out. Please open a new ticket if you need any additional help."
"20968895","Assistance with information that goes to website","[2026-01-13 08:22 | Tony Williams] ""Hi, this is Stephanie of City of Indianola, Nebraska. Phone numbers 383642413. We are needing some help, our there is some communication missing that goes straight to our website to tell people what their bills are. So if you could give us a call back and help us with that, we would appreciate it.

[2026-01-14 02:34 | Ben Aplin] Good Morning Stephanie - Is there a particular place where this message should be, or that it recently disappeared from/

[2026-01-14 04:17 | STEPHANIE BLAU] I did what you screenshot to me, but it won’t let me create a file says file access denied. Stephanie Blau City Clerk/City of Indianola 210 N 4th Street indinola@gpcom.net

[2026-01-14 04:41 | Ben Aplin] Hi Stephanie - an analyst will reach out to you shortly to review.

[2026-01-14 07:41 | Susan Thomas] I reached out to Stephanie and connected remotely. This was her first time creating an ACH for an AP vendor, and she was receiving a “file access denied” error. It appeared that no file path had been created. We created an ACH folder on the C drive, added that path to the filename, and the process completed successfully. The file generated and printed without further issues.

[2026-01-14 08:13 | STEPHANIE BLAU] Susan helped me with issue, but another issue popped up and I am needing some help with it. Stephanie Blau City Clerk/City of Indianola 210 N 4th Street indinola@gpcom.net

[2026-01-16 02:07 | Susan Thomas] I reached out to Stephanie, and she confirmed that the issue has been resolved. Therefore, I am closing this ticket."
"20968850","Add address for new Home","[2026-01-13 08:13 | Tony Williams] ""Hi, my name is Vicky Goner and I'm with the village of Dix in Dix, Nebraska. I have a new home that was just built in in our village. I do not know how to add the address into my power manager. So they can get bills for their utilities. I can be reached at 308-682-5279.

[2026-01-14 02:41 | cust] Dear , The resolution for this ticket has been provided. If the issue has not been resolved please update the ticket as soon as possible by responding in this ticket. (Please note: You have up to 7 days to notify inHANCE of any issues or concerns related to this ticket. If no issues or concerns have been noted within the 7-day window, the issue is considered complete and this ticket will automatically close.) However, if the issue has been resolved, please close the ticket and take a moment to provide your rating of the service you received. inHANCE Customer Support

[2026-01-14 02:41 | Ben Aplin] Good Morning Vicky - attached is the UBHelp.pdf. If you go to page 15, the process for adding accounts and locations is provided. Please let us know if you've any additional questions."
"20968999","New Laptop","[2026-01-13 08:57 | Victoria Vaughn] Hello, We have a new laptop and need to get our files transferred from the old one. Could someone please help me with this? Victoria Vaughn Clerk/Treasurer Village of Polk Polk, NE 68654 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-01-13 09:09 | Ben Aplin] Hello - it appears Polk did not renew support. If you'd like, we could connect you with sales?

[2026-01-13 10:09 | Ben Aplin] Hello - it appears Polk did not renew support. If you'd like, we could connect you with sales?

[2026-01-15 05:55 | Victoria Vaughn] Could someone please call me? Victoria Vaughn Clerk/Treasurer Village of Polk 565 Leonard Ave./ P.O. BOX 6 Polk, NE 68654 (402) 765-6471 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-01-15 06:37 | Susan Thomas] Hi, this is Victoria at the village of Polk. I was calling about getting files transferred over from 1 computer to another. My number is 402-765-6471 again 402-765-6471. It is Thursday, about 230,

[2026-01-15 06:55 | Victoria Vaughn] Could someone please call me? Victoria Vaughn Clerk/Treasurer Village of Polk Polk, NE 68654 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-01-15 07:37 | Susan Thomas] Hi, this is Victoria at the village of Polk. I was calling about getting files transferred over from 1 computer to another. My number is 402-765-6471 again 402-765-6471. It is Thursday, about 230,

[2026-01-16 07:37 | Sreya Johny] Hi Victoria, We’ll give you a call on Monday to help with the installation on your new PC. Sreya

[2026-01-16 08:37 | Sreya Johny] Hi Victoria, We’ll give you a call on Monday to help with the installation on your new PC. Sreya

[2026-01-20 06:00 | Sreya Johny] Reached out to Victoria, and Susan also joined the call. Victoria will have IT transfer the PowerManager files from the old PC to the new one and will update the ticket. Will call her tomorrow to assist with the installation.

[2026-01-20 07:00 | Sreya Johny] Reached out to Victoria, and Susan also joined the call. Victoria will have IT transfer the PowerManager files from the old PC to the new one and will update the ticket. Will call her tomorrow to assist with the installation.

[2026-01-21 01:34 | Sreya Johny] Hi Victoria, Have the files been fully transferred? Please let us know if we can give you a call now to help with the installation.

[2026-01-21 01:40 | Victoria Vaughn] They are transferred. He just finished. Victoria Vaughn Clerk/Treasurer Village of Polk 565 Leonard Ave./ P.O. BOX 6 Polk, NE 68654 (402) 765-6471 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-01-21 01:41 | Victoria Vaughn] Yes, if you can call now that would be great. Victoria Vaughn Clerk/Treasurer Village of Polk 565 Leonard Ave./ P.O. BOX 6 Polk, NE 68654 (402) 765-6471 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-01-21 02:34 | Sreya Johny] Hi Victoria, Have the files been fully transferred? Please let us know if we can give you a call now to help with the installation.

[2026-01-21 02:40 | Victoria Vaughn] They are transferred. He just finished. Victoria Vaughn Clerk/Treasurer Village of Polk Polk, NE 68654 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-01-21 02:41 | Victoria Vaughn] Yes, if you can call now that would be great. Victoria Vaughn Clerk/Treasurer Village of Polk Polk, NE 68654 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-01-21 02:46 | Sreya Johny] Reached out to Victoria with Susan and we installed PM 2025 successfully on their new PC but couldn't find their registration number anywhere.

[2026-01-21 03:46 | Sreya Johny] Reached out to Victoria with Susan and we installed PM 2025 successfully on their new PC but couldn't find their registration number anywhere.

[2026-01-21 04:03 | Sreya Johny] Hi Victoria, It looks like you don’t have a 2025 registration number since you’re not signed up for the Value Support Plan. I’ll check with Ben to see what our options are and will keep you updated.

[2026-01-21 04:05 | Victoria Vaughn] Sreya, Do you know how long it will be before Power Manager will be up and running for us? I need to get things done today and cannot do them on either computer. The one on the old computer isn’t working either.

[2026-01-21 05:03 | Sreya Johny] Hi Victoria, It looks like you don’t have a 2025 registration number since you’re not signed up for the Value Support Plan. I’ll check with Ben to see what our options are and will keep you updated. Sreya

[2026-01-21 05:05 | Victoria Vaughn] Sreya, Do you know how long it will be before Power Manager will be up and running for us? I need to get things done today and cannot do them on either computer. The one on the old computer isn’t working either. Victoria Vaughn Clerk/Treasurer Village of Polk Polk, NE 68654 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-01-21 05:32 | Joe Sheehan] Helped Sreya get the registration code from Project Tracker.

[2026-01-21 05:47 | Sreya Johny] Tried the registration number (1382490275-1529733543-1919230115) but the version did not change to 2025.

[2026-01-21 06:01 | Sreya Johny] Hi Victoria, We’ll give you a call back tomorrow morning after we get a registration number set up for you. Sorry for the inconvenience this caused. Sreya

[2026-01-21 06:12 | Sreya Johny] Reached out to Victoria and let her know we’ll give her a call tomorrow morning.

[2026-01-21 06:32 | Joe Sheehan] Helped Sreya get the registration code from Project Tracker.

[2026-01-21 06:47 | Sreya Johny] Tried the registration number (1382490275-1529733543-1919230115) but the version did not change to 2025.

[2026-01-21 07:01 | Sreya Johny] Hi Victoria, We’ll give you a call back tomorrow morning after we get a registration number set up for you. Sorry for the inconvenience this caused. Sreya

[2026-01-21 07:12 | Sreya Johny] Reached out to Victoria and let her know we’ll give her a call tomorrow morning.

[2026-01-22 02:00 | Sreya Johny] Added their company number to the server and generated the registration numbers for version 2025, UB and the meter reading interface. Reached out to Victoria and successfully completed the 2025 registration. She’s now able to access all modules without any issues.

[2026-01-22 03:00 | Sreya Johny] Added their company number to the server and generated the registration numbers for version 2025, UB and the meter reading interface. Reached out to Victoria and successfully completed the 2025 registration. She’s now able to access all modules without any issues.

[2026-01-28 02:35 | Victoria Vaughn] Sreya, I have two issues that have occurred. We are (once again) not receiving our daily reports for Tantalus. They were coming in the evenings and then we switched it to 8:30 am. I got them through Monday of last week. On Tuesday, I only received two of the five. I have not received any since then. Josh King, Dutton-Lainson, called Monday to let me know they had noticed it as well. Also, the information for the village is no longer showing on our late notices (it is just generic 0s). I tried to go in and edit it but it said that I was not an administrator. So, it would not let me change it. Could you please help us get those reports going again and edit the info for the notices? Victoria Vaughn Clerk/Treasurer Village of Polk Polk, NE 68654 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-01-29 01:36 | Mitch Mullins] If Victoria is talking about Tantalus files exported from PowerManager and uploaded to Tantalus we could check the task scheduler and batch file. We could also check the Tantalus export file locations to make sure the various folders are been re-creatd. They probably just need to select the correct late notice template. Most likely they've selected one of the generic forms instead of the Village of Polk late notice form. I don't think Polk pays for the Value Support Plan. Might want to discuss potential support charges

[2026-01-29 02:36 | Mitch Mullins] If Victoria is talking about Tantalus files exported from PowerManager and uploaded to Tantalus we could check the task scheduler and batch file. We could also check the Tantalus export file locations to make sure the various folders are been re-creatd. They probably just need to select the correct late notice template. Most likely they've selected one of the generic forms instead of the Village of Polk late notice form. I don't think Polk pays for the Value Support Plan. Might want to discuss potential support charges

[2026-01-29 06:49 | Sreya Johny] Hi Victoria, I’ll call you tomorrow to help with this. Sreya

[2026-01-29 07:49 | Sreya Johny] Hi Victoria, I’ll call you tomorrow to help with this. Sreya

[2026-01-29 08:38 | Victoria Vaughn] 😊 Victoria Vaughn Clerk/Treasurer Village of Polk Polk, NE 68654 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-01-30 01:20 | Sreya Johny] Spoke with Victoria. We selected the correct disconnect notice template, and Victoria confirmed it looks correct after reviewing. She’ll work with their IT team to move the Tantalus task from the old PC to the new PC and will update us once that’s done.

[2026-01-30 02:20 | Sreya Johny] Spoke with Victoria. We selected the correct disconnect notice template, and Victoria confirmed it looks correct after reviewing. She’ll work with their IT team to move the Tantalus task from the old PC to the new PC and will update us once that’s done.

